,_totalUpserts,accountName,application,applicationId,eventCompletionTimestamp,eventTimestamp,pickupTimestamp,responseTime,segments.entryPoint,segments.node,segments.nodeId,segments.requestExperience,segments.tier,segments.tierId,segments.userData,segments.userData.age,anomalous,segments.userData.ccavg,segments.userData.cd.account,segments.userData.creditcard,segments.userData.education,segments.userData.experience,segments.userData.family,segments.userData.income,segments.userData.mortgage,segments.userData.online,segments.userData.personal.loan,segments.userData.responsetime,segments.userData.securities.account,segments.userData.zip.code,transactionId,transactionName 
1219,1,appdmsu_c1887a44-cf00-4a84-8fa7-10a24c6638b1,DataGenerator,163806,2020-04-07T20:21:46.844Z,2020-04-07T20:21:15.862Z,2020-04-07T20:21:46.958Z,860,True,process-0,89292826,SLOW,CronApi,379898,,31,3,4,0,0,1,7,1,105,331,1,0,861,0,94025,1153507,modified_apply_for_mortgage
1220,1,appdmsu_c1887a44-cf00-4a84-8fa7-10a24c6638b1,DataGenerator,163806,2020-04-07T20:21:46.591Z,2020-04-07T20:21:10.032Z,2020-04-07T20:21:46.739Z,30,True,process-0,89292826,NORMAL,CronApi,379898,,50,0,0.4,0,0,1,26,2,128,0,1,0,29,0,92780,1153507,modified_apply_for_mortgage
1221,1,appdmsu_c1887a44-cf00-4a84-8fa7-10a24c6638b1,DataGenerator,163806,2020-04-07T20:21:46.771Z,2020-04-07T20:21:05.519Z,2020-04-07T20:21:46.824Z,518,True,process-0,89292826,NORMAL,CronApi,379898,,26,2,2.6,0,0,3,1,3,48,169,0,0,518,0,94019,1153507,modified_apply_for_mortgage
1222,1,appdmsu_c1887a44-cf00-4a84-8fa7-10a24c6638b1,DataGenerator,163806,2020-04-07T20:21:40.650Z,2020-04-07T20:21:00.017Z,2020-04-07T20:21:40.937Z,15,True,process-0,89292826,NORMAL,CronApi,379898,,54,0,2.2,0,1,3,28,1,53,0,1,0,15,0,94002,1153507,modified_apply_for_mortgage
1223,1,appdmsu_c1887a44-cf00-4a84-8fa7-10a24c6638b1,DataGenerator,163806,2020-04-07T20:21:16.800Z,2020-04-07T20:20:55.025Z,2020-04-07T20:21:16.911Z,24,True,process-0,89292826,NORMAL,CronApi,379898,,48,0,0.1,0,0,3,22,2,14,0,1,0,24,0,94303,1153507,modified_apply_for_mortgage
1224,1,appdmsu_c1887a44-cf00-4a84-8fa7-10a24c6638b1,DataGenerator,163806,2020-04-07T20:21:10.673Z,2020-04-07T20:20:50.015Z,2020-04-07T20:21:11.215Z,13,True,process-0,89292826,NORMAL,CronApi,379898,,53,0,8.2,1,1,3,28,3,183,467,1,1,12,0,96008,1153507,modified_apply_for_mortgage
1225,1,appdmsu_c1887a44-cf00-4a84-8fa7-10a24c6638b1,DataGenerator,163806,2020-04-07T20:21:10.643Z,2020-04-07T20:20:45.015Z,2020-04-07T20:21:10.737Z,13,True,process-0,89292826,NORMAL,CronApi,379898,,36,0,0.1,0,0,2,12,4,62,145,0,0,12,0,94065,1153507,modified_apply_for_mortgage
1226,1,appdmsu_c1887a44-cf00-4a84-8fa7-10a24c6638b1,DataGenerator,163806,2020-04-07T20:21:08.490Z,2020-04-07T20:20:40.537Z,2020-04-07T20:21:08.769Z,535,True,process-0,89292826,NORMAL,CronApi,379898,,58,2,1.3,0,0,2,34,4,45,201,0,0,535,0,93943,1153507,modified_apply_for_mortgage
1227,1,appdmsu_c1887a44-cf00-4a84-8fa7-10a24c6638b1,DataGenerator,163806,2020-04-07T20:21:16.592Z,2020-04-07T20:20:35.028Z,2020-04-07T20:21:16.689Z,26,True,process-0,89292826,NORMAL,CronApi,379898,,42,0,2.2,1,1,2,16,3,185,0,1,1,25,1,94705,1153507,modified_apply_for_mortgage
1228,1,appdmsu_c1887a44-cf00-4a84-8fa7-10a24c6638b1,DataGenerator,163806,2020-04-07T20:21:16.891Z,2020-04-07T20:20:30.519Z,2020-04-07T20:21:16.978Z,517,True,process-0,89292826,NORMAL,CronApi,379898,,53,2,0.9,0,0,3,27,3,35,136,1,0,517,0,94583,1153507,modified_apply_for_mortgage
1229,1,appdmsu_c1887a44-cf00-4a84-8fa7-10a24c6638b1,DataGenerator,163806,2020-04-07T20:20:40.717Z,2020-04-07T20:20:25.032Z,2020-04-07T20:20:41.258Z,30,True,process-0,89292826,NORMAL,CronApi,379898,,27,0,3.3,0,0,1,2,2,129,0,0,0,30,1,90009,1153507,modified_apply_for_mortgage
1230,1,appdmsu_c1887a44-cf00-4a84-8fa7-10a24c6638b1,DataGenerator,163806,2020-04-07T20:20:46.859Z,2020-04-07T20:20:20.023Z,2020-04-07T20:20:46.952Z,22,True,process-0,89292826,NORMAL,CronApi,379898,,53,0,0.8,0,0,3,27,2,59,0,1,0,22,0,90740,1153507,modified_apply_for_mortgage
1231,1,appdmsu_c1887a44-cf00-4a84-8fa7-10a24c6638b1,DataGenerator,163806,2020-04-07T20:20:46.665Z,2020-04-07T20:20:15.023Z,2020-04-07T20:20:46.905Z,22,True,process-0,89292826,NORMAL,CronApi,379898,,37,0,5.8,0,0,3,12,3,182,0,1,1,21,0,94523,1153507,modified_apply_for_mortgage
1232,1,appdmsu_c1887a44-cf00-4a84-8fa7-10a24c6638b1,DataGenerator,163806,2020-04-07T20:20:40.696Z,2020-04-07T20:20:10.031Z,2020-04-07T20:20:41.306Z,29,True,process-0,89292826,NORMAL,CronApi,379898,,56,0,1.5,0,0,1,32,3,33,0,0,0,28,0,95014,1153507,modified_apply_for_mortgage
1233,1,appdmsu_c1887a44-cf00-4a84-8fa7-10a24c6638b1,DataGenerator,163806,2020-04-07T20:20:46.906Z,2020-04-07T20:20:05.013Z,2020-04-07T20:20:47.112Z,11,True,process-0,89292826,NORMAL,CronApi,379898,,43,0,0.3,0,0,3,18,1,41,0,1,0,11,0,92831,1153507,modified_apply_for_mortgage
1234,1,appdmsu_c1887a44-cf00-4a84-8fa7-10a24c6638b1,DataGenerator,163806,2020-04-07T20:20:38.545Z,2020-04-07T20:20:00.019Z,2020-04-07T20:20:39.199Z,17,True,process-0,89292826,NORMAL,CronApi,379898,,52,0,5,1,0,3,22,1,154,0,1,1,17,1,90650,1153507,modified_apply_for_mortgage
1235,1,appdmsu_c1887a44-cf00-4a84-8fa7-10a24c6638b1,DataGenerator,163806,2020-04-07T20:20:46.790Z,2020-04-07T20:19:55.544Z,2020-04-07T20:20:46.885Z,542,True,process-0,89292826,NORMAL,CronApi,379898,,58,2,0.4,0,0,1,34,4,41,177,1,0,541,0,91016,1153507,modified_apply_for_mortgage
1236,1,appdmsu_c1887a44-cf00-4a84-8fa7-10a24c6638b1,DataGenerator,163806,2020-04-07T20:20:10.727Z,2020-04-07T20:19:50.013Z,2020-04-07T20:20:11.590Z,13,True,process-0,89292826,NORMAL,CronApi,379898,,52,0,0.7,0,1,2,26,2,28,90,1,0,12,0,93907,1153507,modified_apply_for_mortgage
1237,1,appdmsu_c1887a44-cf00-4a84-8fa7-10a24c6638b1,DataGenerator,163806,2020-04-07T20:20:10.682Z,2020-04-07T20:19:45.304Z,2020-04-07T20:20:11.718Z,302,True,process-0,89292826,NORMAL,CronApi,379898,,64,1,3.4,0,0,2,39,4,85,200,1,0,303,0,94720,1153507,modified_apply_for_mortgage
1238,1,appdmsu_c1887a44-cf00-4a84-8fa7-10a24c6638b1,DataGenerator,163806,2020-04-07T20:20:08.563Z,2020-04-07T20:19:40.026Z,2020-04-07T20:20:08.685Z,24,True,process-0,89292826,NORMAL,CronApi,379898,,58,0,0.3,0,0,3,33,1,28,0,1,0,23,0,94720,1153507,modified_apply_for_mortgage
1239,1,appdmsu_c1887a44-cf00-4a84-8fa7-10a24c6638b1,DataGenerator,163806,2020-04-07T20:20:10.663Z,2020-04-07T20:19:35.021Z,2020-04-07T20:20:11.450Z,19,True,process-0,89292826,NORMAL,CronApi,379898,,65,0,2.5,0,0,3,39,1,53,0,1,0,18,0,94608,1153507,modified_apply_for_mortgage
1240,1,appdmsu_c1887a44-cf00-4a84-8fa7-10a24c6638b1,DataGenerator,163806,2020-04-07T20:20:16.847Z,2020-04-07T20:19:30.030Z,2020-04-07T20:20:17.146Z,29,True,process-0,89292826,NORMAL,CronApi,379898,,57,0,2,0,0,2,32,2,30,0,0,0,29,0,94024,1153507,modified_apply_for_mortgage
1241,1,appdmsu_c1887a44-cf00-4a84-8fa7-10a24c6638b1,DataGenerator,163806,2020-04-07T20:19:46.837Z,2020-04-07T20:19:25.023Z,2020-04-07T20:19:46.894Z,22,True,process-0,89292826,NORMAL,CronApi,379898,,51,0,0.8,0,0,3,25,1,91,0,0,0,21,0,92407,1153507,modified_apply_for_mortgage
1242,1,appdmsu_c1887a44-cf00-4a84-8fa7-10a24c6638b1,DataGenerator,163806,2020-04-07T20:19:46.864Z,2020-04-07T20:19:20.019Z,2020-04-07T20:19:46.960Z,17,True,process-0,89292826,NORMAL,CronApi,379898,,52,0,1.8,0,0,1,26,4,35,0,1,0,16,0,94550,1153507,modified_apply_for_mortgage
1243,1,appdmsu_c1887a44-cf00-4a84-8fa7-10a24c6638b1,DataGenerator,163806,2020-04-07T20:19:46.878Z,2020-04-07T20:19:15.855Z,2020-04-07T20:19:47.034Z,853,True,process-0,89292826,SLOW,CronApi,379898,,57,3,6,1,1,1,33,2,122,153,1,0,853,1,94301,1153507,modified_apply_for_mortgage
1244,1,appdmsu_c1887a44-cf00-4a84-8fa7-10a24c6638b1,DataGenerator,163806,2020-04-07T20:19:46.768Z,2020-04-07T20:19:10.020Z,2020-04-07T20:19:46.855Z,18,True,process-0,89292826,NORMAL,CronApi,379898,,54,0,1.5,0,0,1,30,3,44,117,1,0,18,0,95616,1153507,modified_apply_for_mortgage
1245,1,appdmsu_c1887a44-cf00-4a84-8fa7-10a24c6638b1,DataGenerator,163806,2020-04-07T20:19:38.584Z,2020-04-07T20:19:05.032Z,2020-04-07T20:19:38.856Z,30,True,process-0,89292826,NORMAL,CronApi,379898,,44,0,7.6,0,0,1,20,2,182,0,0,0,29,0,94710,1153507,modified_apply_for_mortgage
1246,1,appdmsu_c1887a44-cf00-4a84-8fa7-10a24c6638b1,DataGenerator,163806,2020-04-07T20:19:38.603Z,2020-04-07T20:19:00.022Z,2020-04-07T20:19:38.873Z,20,True,process-0,89292826,NORMAL,CronApi,379898,,47,0,1.4,0,1,3,22,1,44,0,1,0,20,0,95821,1153507,modified_apply_for_mortgage
1247,1,appdmsu_c1887a44-cf00-4a84-8fa7-10a24c6638b1,DataGenerator,163806,2020-04-07T20:19:16.838Z,2020-04-07T20:18:55.033Z,2020-04-07T20:19:17.110Z,31,True,process-0,89292826,NORMAL,CronApi,379898,,27,0,0.2,0,1,3,3,1,34,0,1,0,30,0,90065,1153507,modified_apply_for_mortgage
1248,1,appdmsu_c1887a44-cf00-4a84-8fa7-10a24c6638b1,DataGenerator,163806,2020-04-07T20:19:08.575Z,2020-04-07T20:18:50.013Z,2020-04-07T20:19:09.514Z,11,True,process-0,89292826,NORMAL,CronApi,379898,,45,0,0.1,0,0,1,20,1,30,0,1,0,10,0,96003,1153507,modified_apply_for_mortgage
1249,1,appdmsu_c1887a44-cf00-4a84-8fa7-10a24c6638b1,DataGenerator,163806,2020-04-07T20:19:10.605Z,2020-04-07T20:18:45.024Z,2020-04-07T20:19:10.702Z,23,True,process-0,89292826,NORMAL,CronApi,379898,,60,0,6.9,0,0,1,34,2,152,0,0,0,23,0,92807,1153507,modified_apply_for_mortgage
1250,1,appdmsu_c1887a44-cf00-4a84-8fa7-10a24c6638b1,DataGenerator,163806,2020-04-07T20:19:16.626Z,2020-04-07T20:18:40.012Z,2020-04-07T20:19:16.985Z,11,True,process-0,89292826,NORMAL,CronApi,379898,,36,0,2.8,0,1,3,10,1,83,0,0,0,10,0,94705,1153507,modified_apply_for_mortgage
1251,1,appdmsu_c1887a44-cf00-4a84-8fa7-10a24c6638b1,DataGenerator,163806,2020-04-07T20:19:16.646Z,2020-04-07T20:18:35.013Z,2020-04-07T20:19:16.962Z,12,True,process-0,89292826,NORMAL,CronApi,379898,,34,0,1.1,1,1,3,9,4,31,85,1,0,11,1,92521,1153507,modified_apply_for_mortgage
1252,1,appdmsu_c1887a44-cf00-4a84-8fa7-10a24c6638b1,DataGenerator,163806,2020-04-07T20:19:10.744Z,2020-04-07T20:18:30.021Z,2020-04-07T20:19:11.280Z,20,True,process-0,89292826,NORMAL,CronApi,379898,,36,0,2.2,0,0,2,9,4,115,0,0,1,19,0,91765,1153507,modified_apply_for_mortgage
1253,1,appdmsu_c1887a44-cf00-4a84-8fa7-10a24c6638b1,DataGenerator,163806,2020-04-07T20:18:40.775Z,2020-04-07T20:18:25.028Z,2020-04-07T20:18:40.872Z,26,True,process-0,89292826,NORMAL,CronApi,379898,,53,0,1,1,1,2,26,2,25,0,1,0,26,0,92123,1153507,modified_apply_for_mortgage
1254,1,appdmsu_c1887a44-cf00-4a84-8fa7-10a24c6638b1,DataGenerator,163806,2020-04-07T20:18:40.663Z,2020-04-07T20:18:20.028Z,2020-04-07T20:18:40.758Z,27,True,process-0,89292826,NORMAL,CronApi,379898,,47,0,0.3,0,0,1,22,1,53,213,0,0,26,0,92691,1153507,modified_apply_for_mortgage
1255,1,appdmsu_c1887a44-cf00-4a84-8fa7-10a24c6638b1,DataGenerator,163806,2020-04-07T20:18:46.631Z,2020-04-07T20:18:15.032Z,2020-04-07T20:18:46.881Z,30,True,process-0,89292826,NORMAL,CronApi,379898,,47,0,0.2,0,0,1,21,1,22,104,0,0,29,0,92037,1153507,modified_apply_for_mortgage
1256,1,appdmsu_c1887a44-cf00-4a84-8fa7-10a24c6638b1,DataGenerator,163806,2020-04-07T20:18:46.801Z,2020-04-07T20:18:10.024Z,2020-04-07T20:18:46.995Z,22,True,process-0,89292826,NORMAL,CronApi,379898,,39,0,0.9,0,0,2,13,3,69,0,0,0,21,0,90630,1153507,modified_apply_for_mortgage
1257,1,appdmsu_c1887a44-cf00-4a84-8fa7-10a24c6638b1,DataGenerator,163806,2020-04-07T20:18:46.904Z,2020-04-07T20:18:05.330Z,2020-04-07T20:18:47.130Z,328,True,process-0,89292826,NORMAL,CronApi,379898,,59,1,4.1,0,0,2,35,4,168,0,1,1,327,0,95521,1153507,modified_apply_for_mortgage
1258,1,appdmsu_c1887a44-cf00-4a84-8fa7-10a24c6638b1,DataGenerator,163806,2020-04-07T20:18:46.693Z,2020-04-07T20:18:00.014Z,2020-04-07T20:18:46.870Z,12,True,process-0,89292826,NORMAL,CronApi,379898,,56,0,1.3,0,1,3,31,4,61,0,1,0,11,0,92646,1153507,modified_apply_for_mortgage
1259,1,appdmsu_c1887a44-cf00-4a84-8fa7-10a24c6638b1,DataGenerator,163806,2020-04-07T20:18:10.628Z,2020-04-07T20:17:55.012Z,2020-04-07T20:18:10.875Z,11,True,process-0,89292826,NORMAL,CronApi,379898,,59,0,0.7,0,1,2,33,2,91,0,1,0,10,0,94122,1153507,modified_apply_for_mortgage
1260,1,appdmsu_c1887a44-cf00-4a84-8fa7-10a24c6638b1,DataGenerator,163806,2020-04-07T20:18:16.637Z,2020-04-07T20:17:50.895Z,2020-04-07T20:18:16.808Z,893,True,process-0,89292826,SLOW,CronApi,379898,,46,3,6.3,0,1,1,20,2,140,380,1,0,894,0,93106,1153507,modified_apply_for_mortgage
1261,1,appdmsu_c1887a44-cf00-4a84-8fa7-10a24c6638b1,DataGenerator,163806,2020-04-07T20:18:16.845Z,2020-04-07T20:17:45.012Z,2020-04-07T20:18:17.220Z,10,True,process-0,89292826,NORMAL,CronApi,379898,,38,0,4.1,0,0,1,13,1,163,0,0,0,10,0,95039,1153507,modified_apply_for_mortgage
1262,1,appdmsu_c1887a44-cf00-4a84-8fa7-10a24c6638b1,DataGenerator,163806,2020-04-07T20:18:16.646Z,2020-04-07T20:17:40.026Z,2020-04-07T20:18:16.930Z,24,True,process-0,89292826,NORMAL,CronApi,379898,,53,0,0.3,0,0,1,29,2,118,0,1,0,25,0,94066,1153507,modified_apply_for_mortgage
1263,1,appdmsu_c1887a44-cf00-4a84-8fa7-10a24c6638b1,DataGenerator,163806,2020-04-07T20:18:08.535Z,2020-04-07T20:17:35.871Z,2020-04-07T20:18:08.939Z,870,True,process-0,89292826,SLOW,CronApi,379898,,63,3,7.9,0,0,2,37,2,185,358,1,1,869,0,94309,1153507,modified_apply_for_mortgage
1264,1,appdmsu_c1887a44-cf00-4a84-8fa7-10a24c6638b1,DataGenerator,163806,2020-04-07T20:18:08.576Z,2020-04-07T20:17:30.312Z,2020-04-07T20:18:08.749Z,311,True,process-0,89292826,NORMAL,CronApi,379898,,55,1,6.5,0,1,1,31,4,130,0,0,1,311,0,92646,1153507,modified_apply_for_mortgage
1265,1,appdmsu_c1887a44-cf00-4a84-8fa7-10a24c6638b1,DataGenerator,163806,2020-04-07T20:17:46.656Z,2020-04-07T20:17:25.026Z,2020-04-07T20:17:47.002Z,24,True,process-0,89292826,NORMAL,CronApi,379898,,41,0,7,0,0,1,16,1,115,0,0,0,23,0,92333,1153507,modified_apply_for_mortgage
1266,1,appdmsu_c1887a44-cf00-4a84-8fa7-10a24c6638b1,DataGenerator,163806,2020-04-07T20:17:40.761Z,2020-04-07T20:17:20.026Z,2020-04-07T20:17:40.822Z,26,True,process-0,89292826,NORMAL,CronApi,379898,,36,0,4,0,0,3,6,4,69,0,1,0,25,0,90024,1153507,modified_apply_for_mortgage
1267,1,appdmsu_c1887a44-cf00-4a84-8fa7-10a24c6638b1,DataGenerator,163806,2020-04-07T20:17:46.841Z,2020-04-07T20:17:15.845Z,2020-04-07T20:17:47.064Z,843,True,process-0,89292826,SLOW,CronApi,379898,,33,3,8.8,0,0,3,9,2,183,582,1,1,843,0,91320,1153507,modified_apply_for_mortgage
1268,1,appdmsu_c1887a44-cf00-4a84-8fa7-10a24c6638b1,DataGenerator,163806,2020-04-07T20:17:46.859Z,2020-04-07T20:17:10.031Z,2020-04-07T20:17:47.034Z,29,True,process-0,89292826,NORMAL,CronApi,379898,,48,0,2.4,0,0,1,22,1,163,396,1,0,30,0,95819,1153507,modified_apply_for_mortgage
1269,1,appdmsu_c1887a44-cf00-4a84-8fa7-10a24c6638b1,DataGenerator,163806,2020-04-07T20:17:46.873Z,2020-04-07T20:17:05.024Z,2020-04-07T20:17:47.133Z,23,True,process-0,89292826,NORMAL,CronApi,379898,,48,0,0,0,0,1,24,1,59,144,1,0,23,0,90401,1153507,modified_apply_for_mortgage
1270,1,appdmsu_c1887a44-cf00-4a84-8fa7-10a24c6638b1,DataGenerator,163806,2020-04-07T20:17:40.616Z,2020-04-07T20:17:00.348Z,2020-04-07T20:17:40.786Z,346,True,process-0,89292826,NORMAL,CronApi,379898,,58,1,4.4,0,0,1,32,3,108,0,1,0,346,0,95123,1153507,modified_apply_for_mortgage
1271,1,appdmsu_c1887a44-cf00-4a84-8fa7-10a24c6638b1,DataGenerator,163806,2020-04-07T20:17:16.789Z,2020-04-07T20:16:55.015Z,2020-04-07T20:17:17.064Z,13,True,process-0,89292826,NORMAL,CronApi,379898,,54,0,0.2,0,0,2,29,4,28,101,1,0,12,0,92093,1153507,modified_apply_for_mortgage
1272,1,appdmsu_c1887a44-cf00-4a84-8fa7-10a24c6638b1,DataGenerator,163806,2020-04-07T20:17:16.648Z,2020-04-07T20:16:50.024Z,2020-04-07T20:17:16.976Z,24,True,process-0,89292826,NORMAL,CronApi,379898,,31,0,2.9,0,1,3,5,1,84,105,0,0,23,0,91320,1153507,modified_apply_for_mortgage
1273,1,appdmsu_c1887a44-cf00-4a84-8fa7-10a24c6638b1,DataGenerator,163806,2020-04-07T20:17:08.507Z,2020-04-07T20:16:45.028Z,2020-04-07T20:17:08.828Z,27,True,process-0,89292826,NORMAL,CronApi,379898,,55,0,0.7,0,0,1,31,4,13,0,1,0,26,0,93943,1153507,modified_apply_for_mortgage
1274,1,appdmsu_c1887a44-cf00-4a84-8fa7-10a24c6638b1,DataGenerator,163806,2020-04-07T20:17:16.879Z,2020-04-07T20:16:40.028Z,2020-04-07T20:17:17.043Z,27,True,process-0,89292826,NORMAL,CronApi,379898,,56,0,3.7,0,0,1,31,2,65,0,1,0,26,0,93403,1153507,modified_apply_for_mortgage
1275,1,appdmsu_c1887a44-cf00-4a84-8fa7-10a24c6638b1,DataGenerator,163806,2020-04-07T20:17:16.648Z,2020-04-07T20:16:35.533Z,2020-04-07T20:17:16.976Z,531,True,process-0,89292826,NORMAL,CronApi,379898,,35,2,1,0,1,2,8,4,44,192,0,0,531,0,95045,1153507,modified_apply_for_mortgage
1276,1,appdmsu_c1887a44-cf00-4a84-8fa7-10a24c6638b1,DataGenerator,163806,2020-04-07T20:17:16.879Z,2020-04-07T20:16:30.030Z,2020-04-07T20:17:17.043Z,29,True,process-0,89292826,NORMAL,CronApi,379898,,32,0,2.3,0,0,1,7,3,49,0,1,0,28,0,94080,1153507,modified_apply_for_mortgage
1277,1,appdmsu_c1887a44-cf00-4a84-8fa7-10a24c6638b1,DataGenerator,163806,2020-04-07T20:16:46.693Z,2020-04-07T20:16:25.027Z,2020-04-07T20:16:46.841Z,26,True,process-0,89292826,NORMAL,CronApi,379898,,59,0,0.3,0,0,2,33,3,64,0,0,0,26,0,95617,1153507,modified_apply_for_mortgage
1278,1,appdmsu_c1887a44-cf00-4a84-8fa7-10a24c6638b1,DataGenerator,163806,2020-04-07T20:16:46.871Z,2020-04-07T20:16:20.027Z,2020-04-07T20:16:47.091Z,25,True,process-0,89292826,NORMAL,CronApi,379898,,62,0,0.7,0,1,3,36,2,35,0,0,0,24,1,94501,1153507,modified_apply_for_mortgage
1279,1,appdmsu_c1887a44-cf00-4a84-8fa7-10a24c6638b1,DataGenerator,163806,2020-04-07T20:16:38.520Z,2020-04-07T20:16:15.591Z,2020-04-07T20:16:39.080Z,590,True,process-0,89292826,NORMAL,CronApi,379898,,63,2,2.8,0,0,1,38,2,50,205,0,0,591,0,93943,1153507,modified_apply_for_mortgage
1280,1,appdmsu_c1887a44-cf00-4a84-8fa7-10a24c6638b1,DataGenerator,163806,2020-04-07T20:16:38.572Z,2020-04-07T20:16:10.014Z,2020-04-07T20:16:39.090Z,13,True,process-0,89292826,NORMAL,CronApi,379898,,27,0,1,0,0,3,0,4,40,0,1,0,13,0,91301,1153507,modified_apply_for_mortgage
1281,1,appdmsu_c1887a44-cf00-4a84-8fa7-10a24c6638b1,DataGenerator,163806,2020-04-07T20:16:46.872Z,2020-04-07T20:16:05.012Z,2020-04-07T20:16:47.091Z,11,True,process-0,89292826,NORMAL,CronApi,379898,,37,0,0.1,0,1,2,11,3,22,0,1,0,11,0,93711,1153507,modified_apply_for_mortgage
1282,1,appdmsu_c1887a44-cf00-4a84-8fa7-10a24c6638b1,DataGenerator,163806,2020-04-07T20:16:38.523Z,2020-04-07T20:16:00.015Z,2020-04-07T20:16:38.949Z,13,True,process-0,89292826,NORMAL,CronApi,379898,,26,0,2.2,0,0,1,1,4,61,119,0,0,14,0,93943,1153507,modified_apply_for_mortgage
1283,1,appdmsu_c1887a44-cf00-4a84-8fa7-10a24c6638b1,DataGenerator,163806,2020-04-07T20:16:38.559Z,2020-04-07T20:15:55.818Z,2020-04-07T20:16:38.822Z,816,True,process-0,89292826,SLOW,CronApi,379898,,54,3,4.75,0,0,2,27,2,195,477,0,1,816,0,93117,1153507,modified_apply_for_mortgage
1284,1,appdmsu_c1887a44-cf00-4a84-8fa7-10a24c6638b1,DataGenerator,163806,2020-04-07T20:16:16.855Z,2020-04-07T20:15:50.020Z,2020-04-07T20:16:16.934Z,18,True,process-0,89292826,NORMAL,CronApi,379898,,51,0,0.9,0,0,3,25,3,34,111,1,0,18,0,95819,1153507,modified_apply_for_mortgage
1285,1,appdmsu_c1887a44-cf00-4a84-8fa7-10a24c6638b1,DataGenerator,163806,2020-04-07T20:16:16.661Z,2020-04-07T20:15:45.549Z,2020-04-07T20:16:16.802Z,547,True,process-0,89292826,NORMAL,CronApi,379898,,47,2,0.6,0,1,1,23,4,32,156,1,0,547,0,92251,1153507,modified_apply_for_mortgage
1286,1,appdmsu_c1887a44-cf00-4a84-8fa7-10a24c6638b1,DataGenerator,163806,2020-04-07T20:16:16.740Z,2020-04-07T20:15:40.022Z,2020-04-07T20:16:16.818Z,20,True,process-0,89292826,NORMAL,CronApi,379898,,57,0,0.1,0,0,2,33,1,24,0,0,0,19,0,94501,1153507,modified_apply_for_mortgage
1287,1,appdmsu_c1887a44-cf00-4a84-8fa7-10a24c6638b1,DataGenerator,163806,2020-04-07T20:16:10.686Z,2020-04-07T20:15:35.025Z,2020-04-07T20:16:11.197Z,24,True,process-0,89292826,NORMAL,CronApi,379898,,62,0,0.8,0,0,3,37,1,82,312,1,0,23,0,94086,1153507,modified_apply_for_mortgage
1288,1,appdmsu_c1887a44-cf00-4a84-8fa7-10a24c6638b1,DataGenerator,163806,2020-04-07T20:16:16.594Z,2020-04-07T20:15:30.022Z,2020-04-07T20:16:16.764Z,20,True,process-0,89292826,NORMAL,CronApi,379898,,32,0,2.6,1,1,2,7,1,82,240,1,0,20,0,94305,1153507,modified_apply_for_mortgage
1289,1,appdmsu_c1887a44-cf00-4a84-8fa7-10a24c6638b1,DataGenerator,163806,2020-04-07T20:15:38.615Z,2020-04-07T20:15:25.024Z,2020-04-07T20:15:38.978Z,22,True,process-0,89292826,NORMAL,CronApi,379898,,38,0,1.4,0,1,3,12,2,30,0,0,0,21,0,91765,1153507,modified_apply_for_mortgage
1290,1,appdmsu_c1887a44-cf00-4a84-8fa7-10a24c6638b1,DataGenerator,163806,2020-04-07T20:15:46.841Z,2020-04-07T20:15:20.013Z,2020-04-07T20:15:46.979Z,11,True,process-0,89292826,NORMAL,CronApi,379898,,54,0,2.1,0,1,3,29,2,49,95,1,0,11,0,92703,1153507,modified_apply_for_mortgage
1291,1,appdmsu_c1887a44-cf00-4a84-8fa7-10a24c6638b1,DataGenerator,163806,2020-04-07T20:15:46.900Z,2020-04-07T20:15:15.032Z,2020-04-07T20:15:47.022Z,31,True,process-0,89292826,NORMAL,CronApi,379898,,50,0,1.3,0,1,2,25,1,38,120,0,0,30,0,95616,1153507,modified_apply_for_mortgage
1292,1,appdmsu_c1887a44-cf00-4a84-8fa7-10a24c6638b1,DataGenerator,163806,2020-04-07T20:15:46.850Z,2020-04-07T20:15:10.015Z,2020-04-07T20:15:47.002Z,13,True,process-0,89292826,NORMAL,CronApi,379898,,51,0,0.2,0,0,1,27,2,10,86,0,0,12,0,92121,1153507,modified_apply_for_mortgage
1293,1,appdmsu_c1887a44-cf00-4a84-8fa7-10a24c6638b1,DataGenerator,163806,2020-04-07T20:15:46.565Z,2020-04-07T20:15:05.023Z,2020-04-07T20:15:46.739Z,21,True,process-0,89292826,NORMAL,CronApi,379898,,32,0,0.7,0,1,2,8,4,22,0,1,0,21,0,94583,1153507,modified_apply_for_mortgage
1294,1,appdmsu_c1887a44-cf00-4a84-8fa7-10a24c6638b1,DataGenerator,163806,2020-04-07T20:15:40.653Z,2020-04-07T20:15:00.016Z,2020-04-07T20:15:40.941Z,14,True,process-0,89292826,NORMAL,CronApi,379898,,39,0,0.4,0,0,1,14,2,89,0,1,0,14,0,95762,1153507,modified_apply_for_mortgage
1295,1,appdmsu_c1887a44-cf00-4a84-8fa7-10a24c6638b1,DataGenerator,163806,2020-04-07T20:15:08.592Z,2020-04-07T20:14:55.031Z,2020-04-07T20:15:09.135Z,31,True,process-0,89292826,NORMAL,CronApi,379898,,29,0,1.5,0,0,1,3,1,49,0,0,0,30,0,90266,1153507,modified_apply_for_mortgage
