"","ï..ID","Age","Experience","Income","ZIP.Code","Family","CCAvg","Education","Mortgage","Personal.Loan","Securities.Account","CD.Account","Online","CreditCard","responsetime","problem_group","portion","time"
"234",234,62,37,58,91320,4,1.7,1,0,0,0,0,1,0,18.5079146316275,0,0,2020-02-15 11:11:02
"235",235,26,1,80,95616,1,0.8,2,150,0,0,0,0,0,19.3007290875539,0,0,2020-02-15 11:13:55
"236",236,38,8,71,94720,4,1.8,3,0,0,0,0,1,0,18.6221088608727,0,0,2020-02-15 11:16:48
"237",237,43,18,89,93407,3,0.5,3,0,0,0,0,1,1,29.9743737094104,0,0,2020-02-15 11:19:40
"238",238,62,38,83,92521,1,1.8,3,0,0,0,0,1,0,29.2127690510824,0,0,2020-02-15 11:22:33
"239",239,57,32,28,95831,3,0.2,1,0,0,0,0,1,1,17.9859841009602,0,0,2020-02-15 11:25:26
"240",240,28,3,52,94112,4,1.7,2,0,0,0,0,0,0,22.5939759612083,0,0,2020-02-15 11:28:19
"241",241,51,26,70,90089,1,1.2,1,169,0,0,0,0,0,10.1650734012946,0,0,2020-02-15 11:31:12
"242",242,48,22,71,91711,1,1.4,3,0,0,0,0,0,1,19.9862191313878,0,0,2020-02-15 11:34:04
"243",243,41,16,75,94005,1,3.7,3,280,0,0,0,0,0,16.3964750384912,0,0,2020-02-15 11:36:57
"244",244,65,39,170,90095,3,7.9,3,99,1,0,1,1,0,23.3480734657496,0,0,2020-02-15 11:39:50
"245",245,41,17,78,94025,4,0.8,1,78,0,0,0,1,0,22.4896230129525,0,0,2020-02-15 11:42:43
"246",246,35,11,25,92614,2,1,2,0,0,0,0,0,0,23.9389211684465,0,0,2020-02-15 11:45:36
"247",247,38,14,60,94025,2,0.6,3,0,0,0,0,1,1,19.9700004979968,0,0,2020-02-15 11:48:28
"248",248,53,29,120,92626,4,2.7,2,111,1,1,1,1,0,15.5636634584516,0,0,2020-02-15 11:51:21
"249",249,55,29,99,92121,2,1.4,1,264,0,0,0,1,1,16.3781485008076,0,0,2020-02-15 11:54:14
"250",250,26,1,55,90089,3,2.6,3,113,0,0,0,0,1,27.1217498090118,0,0,2020-02-15 11:57:07
"251",251,30,6,29,94305,3,1,2,117,0,0,0,0,0,27.5738983321935,0,0,2020-02-15 12:00:00
"252",252,54,28,170,92182,2,6.2,2,325,1,0,0,1,0,2480.50667245407,3,0.132352941176471,2020-02-15 12:02:52
"253",253,65,40,53,91711,3,2.2,1,0,0,0,0,0,1,26.4022401114926,0,0,2020-02-15 12:05:45
"254",254,47,21,138,94583,1,0,1,0,0,0,0,0,0,17.447163136676,0,0,2020-02-15 12:08:38
"255",255,65,41,134,91942,3,3.9,3,121,1,0,0,1,0,24.0679467841983,0,0,2020-02-15 12:11:31
"256",256,66,40,42,92103,2,0.7,3,138,0,0,0,0,1,19.9152699438855,0,0,2020-02-15 12:14:24
"257",257,26,0,99,92697,4,2.3,3,0,0,0,0,0,1,16.1553472513333,0,0,2020-02-15 12:17:16
"258",258,66,41,18,92691,3,0.5,1,0,0,0,0,0,1,15.1582532562315,0,0,2020-02-15 12:20:09
"259",259,35,9,24,95747,4,0.3,1,0,0,0,0,1,0,24.7992689255625,0,0,2020-02-15 12:23:02
"260",260,56,30,55,94107,1,1.4,1,77,0,0,0,1,0,29.200605629012,0,0,2020-02-15 12:25:55
"261",261,51,27,58,92407,1,0,1,0,0,0,0,0,1,23.3385347388685,0,0,2020-02-15 12:28:48
"262",262,42,16,111,93106,2,1.2,3,251,1,0,0,1,0,12.79886696022,0,0,2020-02-15 12:31:40
"263",263,49,23,33,90245,1,0.3,3,0,0,0,1,1,1,10.7482373388484,0,0,2020-02-15 12:34:33
"264",264,27,1,74,92121,4,1.8,2,112,0,0,0,1,1,23.3621268859133,0,0,2020-02-15 12:37:26
"265",265,45,19,38,90840,2,0.7,1,0,0,0,0,0,0,28.2274636533111,0,0,2020-02-15 12:40:19
"266",266,49,23,23,94305,4,0.6,3,98,0,1,0,0,0,19.6725455159321,0,0,2020-02-15 12:43:12
"267",267,63,38,61,94720,2,1.5,1,0,0,0,0,1,0,2252.84751164727,4,0.279411764705882,2020-02-15 12:46:04
"268",268,47,22,81,90504,1,2.9,1,138,0,0,0,0,0,21.281901197508,0,0,2020-02-15 12:48:57
"269",269,64,39,129,94002,1,2.5,1,0,0,0,0,1,0,23.3620960731059,0,0,2020-02-15 12:51:50
"270",270,43,13,33,95039,1,0.75,3,0,0,0,0,0,0,27.0045442832634,0,0,2020-02-15 12:54:43
"271",271,60,36,63,94063,4,2.2,1,0,0,0,0,1,0,24.7975113801658,0,0,2020-02-15 12:57:36
"272",272,40,14,70,94923,4,1.4,2,0,0,0,0,1,0,26.9242099300027,0,0,2020-02-15 13:00:28
"273",273,29,3,45,95023,4,0.2,1,158,0,0,0,1,1,1330.51854595542,5,0.441176470588235,2020-02-15 13:03:21
"274",274,41,16,65,90095,3,0.5,3,0,0,0,0,1,0,17.1858899109066,0,0,2020-02-15 13:06:14
"275",275,30,5,74,95616,4,2.2,1,0,0,1,0,0,1,28.4359559975564,0,0,2020-02-15 13:09:07
"276",276,49,24,50,94706,4,1.8,3,0,0,1,0,0,0,18.808929361403,0,0,2020-02-15 13:12:00
"277",277,30,5,22,90058,4,0.5,3,109,0,0,0,1,0,18.5327547509223,0,0,2020-02-15 13:14:52
"278",278,29,2,30,92126,4,1,3,0,0,0,0,0,0,12.2553706262261,0,0,2020-02-15 13:17:45
"279",279,50,26,21,91125,4,1,1,0,0,0,0,1,0,28.050333452411,0,0,2020-02-15 13:20:38
"280",280,39,14,155,94577,2,3.9,1,0,0,0,0,1,0,25.9621121175587,0,0,2020-02-15 13:23:31
"281",281,33,8,64,92121,4,2.1,3,164,0,0,0,1,0,19.8801690666005,0,0,2020-02-15 13:26:24
"282",282,57,31,65,94118,4,2.6,3,0,0,0,0,0,1,29.0162821952254,0,0,2020-02-15 13:29:16
"283",283,34,9,71,91711,4,0.7,3,0,0,0,0,1,0,28.8136084098369,0,0,2020-02-15 13:32:09
"284",284,61,36,40,90029,3,0.5,2,0,0,1,0,1,0,15.5424595670775,0,0,2020-02-15 13:35:02
"285",285,44,19,69,92806,3,0.5,3,0,0,0,0,1,0,27.607473442331,0,0,2020-02-15 13:37:55
"286",286,40,13,69,94305,3,2.33,2,0,0,0,0,0,0,15.1558211958036,0,0,2020-02-15 13:40:48
"287",287,51,25,45,94806,3,0.6,2,131,0,0,0,1,0,26.0401262482628,0,0,2020-02-15 13:43:40
"288",288,37,12,62,92110,3,0.7,2,0,0,0,0,0,1,13.7723312480375,0,0,2020-02-15 13:46:33
"289",289,44,19,172,94306,2,4.3,3,391,1,1,1,1,0,26.1847054725513,0,0,2020-02-15 13:49:26
"290",290,42,15,24,92121,3,1,2,0,0,0,0,1,1,14.5750101329759,0,0,2020-02-15 13:52:19
"291",291,51,25,80,92373,1,4.9,1,0,0,0,0,0,0,26.3827439863235,0,0,2020-02-15 13:55:12
"292",292,43,16,8,90089,3,0.67,2,88,0,0,0,1,0,20.5437131598592,0,0,2020-02-15 13:58:04
"293",293,30,5,38,94542,4,0.8,1,129,0,0,0,1,1,16.1926034279168,0,0,2020-02-15 14:00:57
"294",294,45,19,93,90095,4,2.6,3,0,0,0,0,0,0,28.9180896943435,0,0,2020-02-15 14:03:50
"295",295,35,9,55,94536,1,2,1,0,0,0,0,1,0,26.89391375985,0,0,2020-02-15 14:06:43
"296",296,60,34,64,94304,2,1.7,3,0,0,0,0,0,1,14.2136461054906,0,0,2020-02-15 14:09:36
"297",297,34,9,122,90623,1,0,1,0,0,0,0,1,0,18.696290133521,0,0,2020-02-15 14:12:28
"298",298,55,25,70,93720,3,1.4,3,0,0,0,0,1,0,22.2761094756424,0,0,2020-02-15 14:15:21
"299",299,43,19,81,92069,2,3.2,1,0,0,0,0,0,0,16.4921495923772,0,0,2020-02-15 14:18:14
"300",300,41,15,159,90057,1,5.5,3,0,1,0,1,1,0,13.6140174278989,0,0,2020-02-15 14:21:07
"301",301,34,9,70,92843,4,1.3,1,0,0,1,0,0,0,24.3869424564764,0,0,2020-02-15 14:24:00
"302",302,65,39,150,92120,2,6.9,1,196,0,0,0,0,0,2598.0892972555,3,0.132352941176471,2020-02-15 14:26:52
"303",303,45,21,152,94550,2,7.5,1,0,0,0,0,1,0,12.5530014932156,0,0,2020-02-15 14:29:45
"304",304,49,25,195,95605,4,3,1,617,1,0,0,0,0,21.7220305465162,0,0,2020-02-15 14:32:38
"305",305,48,23,22,90740,1,0.1,1,0,0,0,0,0,0,16.8168047629297,0,0,2020-02-15 14:35:31
"306",306,60,35,22,91207,1,1.3,1,123,0,0,0,1,0,14.2354978015646,0,0,2020-02-15 14:38:24
"307",307,55,29,79,92373,3,0.8,1,0,0,0,0,1,1,24.5367566403002,0,0,2020-02-15 14:41:16
"308",308,42,18,33,90401,1,1.4,3,0,0,0,0,1,0,24.250357253477,0,0,2020-02-15 14:44:09
"309",309,32,8,128,94720,2,4.33,1,0,0,0,1,1,1,2253.41165671125,4,0.279411764705882,2020-02-15 14:47:02
"310",310,62,38,91,95929,1,3.8,1,0,0,1,0,1,0,27.2196901962161,0,0,2020-02-15 14:49:55
"311",311,57,32,39,90277,4,0.9,1,0,0,0,0,1,1,29.328855117783,0,0,2020-02-15 14:52:48
"312",312,52,26,121,94550,1,7.3,1,167,0,0,0,1,0,28.0339774489403,0,0,2020-02-15 14:55:40
"313",313,36,6,21,91741,1,0.67,3,0,0,1,0,1,0,15.6751753157005,0,0,2020-02-15 14:58:33
"314",314,34,9,41,93720,3,2.3,1,0,0,0,0,0,1,20.8769042370841,0,0,2020-02-15 15:01:26
"315",315,63,37,45,93437,2,0.7,3,0,0,0,0,1,0,15.6214318191633,0,0,2020-02-15 15:04:19
"316",316,24,-2,51,90630,3,0.3,3,0,0,0,0,1,0,25.4953004792333,0,0,2020-02-15 15:07:12
"317",317,57,31,165,95054,1,1.6,2,0,1,0,0,1,0,24.9104231549427,0,0,2020-02-15 15:10:04
"318",318,40,16,119,91335,2,4.2,2,0,1,0,0,1,0,11.7188087757677,0,0,2020-02-15 15:12:57
"319",319,27,2,110,95670,4,1.8,3,190,0,0,0,1,0,18.5387387592345,0,0,2020-02-15 15:15:50
"320",320,65,39,20,90034,3,0.7,2,0,0,0,0,0,1,27.8094064444304,0,0,2020-02-15 15:18:43
"321",321,60,34,64,90266,1,0.8,2,248,0,0,0,0,0,27.9721981752664,0,0,2020-02-15 15:21:36
"322",322,44,20,101,92717,3,4.4,2,82,1,0,0,0,0,1548.90971081331,2,0.0785294117647059,2020-02-15 15:24:28
"323",323,63,39,101,92007,1,3.9,1,0,1,1,1,1,0,12.686327365227,0,0,2020-02-15 15:27:21
"324",324,59,34,99,90034,1,4.4,1,0,1,0,0,0,0,26.7628331296146,0,0,2020-02-15 15:30:14
"325",325,56,30,158,90089,4,6.1,1,0,1,0,0,0,0,19.3385498318821,0,0,2020-02-15 15:33:07
"326",326,54,28,89,95039,1,1.9,2,0,0,0,0,1,1,22.7387676248327,0,0,2020-02-15 15:36:00
"327",327,52,27,80,95616,1,1.3,3,0,0,0,1,1,1,17.6393591985106,0,0,2020-02-15 15:38:52
"328",328,58,32,114,91330,2,2,1,402,0,0,0,1,0,10.4796032421291,0,0,2020-02-15 15:41:45
"329",329,60,35,49,94110,3,0.5,2,0,0,0,0,1,1,27.0125679392368,0,0,2020-02-15 15:44:38
"330",330,28,4,191,90064,1,6.33,1,0,0,0,0,1,0,20.9895550040528,0,0,2020-02-15 15:47:31
"331",331,54,30,78,92374,4,1,2,0,0,0,0,1,0,14.1979797556996,0,0,2020-02-15 15:50:24
"332",332,32,6,28,94115,3,1,1,0,0,0,0,0,0,28.7646399252117,0,0,2020-02-15 15:53:16
"333",333,59,33,42,95630,1,0.8,2,0,0,0,0,1,0,13.1291094655171,0,0,2020-02-15 15:56:09
"334",334,63,38,140,92407,1,2.5,1,0,0,0,0,0,0,14.5823536394164,0,0,2020-02-15 15:59:02
"335",335,48,23,45,95053,1,1.3,2,0,0,0,0,1,0,16.091319071129,0,0,2020-02-15 16:01:55
"336",336,56,32,122,95827,2,0.3,1,360,0,0,1,1,1,17.988149439916,0,0,2020-02-15 16:04:48
"337",337,36,12,65,95051,3,2.6,2,0,0,0,0,1,0,20.2007945347577,0,0,2020-02-15 16:07:40
"338",338,57,27,68,94117,1,1.4,3,0,0,0,0,1,0,22.1269777510315,0,0,2020-02-15 16:10:33
"339",339,29,3,153,93657,2,2,1,392,0,0,0,0,0,25.7663103658706,0,0,2020-02-15 16:13:26
"340",340,39,13,89,92110,4,1.4,2,0,0,0,0,0,0,24.5243243640289,0,0,2020-02-15 16:16:19
"341",341,59,34,91,93524,1,2.6,1,0,0,0,0,1,1,28.2872934127226,0,0,2020-02-15 16:19:12
"342",342,31,6,55,92038,4,2,2,185,0,0,0,1,0,13.581835119985,0,0,2020-02-15 16:22:04
"343",343,43,19,118,91304,2,3.3,1,0,0,0,0,0,1,12.5458292197436,0,0,2020-02-15 16:24:57
"344",344,35,5,22,93407,1,0.67,3,103,0,0,0,0,0,26.8968245107681,0,0,2020-02-15 16:27:50
"345",345,54,24,63,92606,3,1.4,3,138,0,0,0,1,1,12.3508830275387,0,0,2020-02-15 16:30:43
"346",346,51,27,12,92192,4,0.5,2,78,0,1,0,1,0,14.1904584039003,0,0,2020-02-15 16:33:36
"347",347,44,19,50,90745,3,2.7,2,0,0,0,0,1,0,29.374319142662,0,0,2020-02-15 16:36:28
"348",348,25,0,43,94305,2,1.6,3,0,0,1,1,1,1,24.6193017717451,0,0,2020-02-15 16:39:21
"349",349,40,15,173,95060,4,6.6,1,0,1,0,1,1,1,14.2250396916643,0,0,2020-02-15 16:42:14
"350",350,26,2,60,93407,2,3,1,132,1,0,0,0,0,23.2780076842755,0,0,2020-02-15 16:45:07
"351",351,39,14,113,94301,1,1,3,0,0,1,0,1,0,20.0099588604644,0,0,2020-02-15 16:48:00
"352",352,28,4,155,92182,4,5.3,2,0,1,0,0,1,0,15.8819109434262,0,0,2020-02-15 16:50:52
"353",353,52,28,91,92692,4,1,2,0,0,0,0,0,1,13.9190255478024,0,0,2020-02-15 16:53:45
"354",354,53,29,55,95818,4,1.1,2,0,0,0,0,1,0,28.3180582197383,0,0,2020-02-15 16:56:38
"355",355,44,20,173,90277,2,1.4,1,419,0,0,0,1,0,14.3034045351669,0,0,2020-02-15 16:59:31
"356",356,43,19,71,92101,3,0.3,3,0,0,0,0,0,1,14.9073494086042,0,0,2020-02-15 17:02:24
"357",357,56,30,24,94704,2,0.4,3,88,0,0,0,0,0,24.8734331596643,0,0,2020-02-15 17:05:16
"358",358,38,14,42,94610,1,2,2,81,0,0,0,1,0,15.3384402254596,0,0,2020-02-15 17:08:09
"359",359,30,6,141,94539,2,4.33,1,0,0,0,0,1,0,20.5329085048288,0,0,2020-02-15 17:11:02
"360",360,32,6,32,93106,1,1.9,3,0,0,0,0,1,0,25.0707105221227,0,0,2020-02-15 17:13:55
"361",361,35,10,55,94539,4,1.3,1,0,0,0,0,0,0,13.7315415497869,0,0,2020-02-15 17:16:48
"362",362,43,19,153,90254,2,7.5,1,0,0,0,0,1,0,29.4064151309431,0,0,2020-02-15 17:19:40
"363",363,58,32,113,94590,2,1.4,1,270,0,0,0,0,1,12.9413216607645,0,0,2020-02-15 17:22:33
"364",364,25,0,30,92691,2,1.7,2,0,0,0,0,0,0,17.4917871691287,0,0,2020-02-15 17:25:26
"365",365,54,24,29,92028,3,1,3,148,0,0,0,0,1,17.9672216949984,0,0,2020-02-15 17:28:19
"366",366,57,32,174,90089,1,6.8,2,466,1,0,0,1,0,17.986474451609,0,0,2020-02-15 17:31:12
"367",367,50,24,35,92717,1,0.3,3,0,0,0,0,1,0,14.8330346960574,0,0,2020-02-15 17:34:04
"368",368,32,8,98,95054,2,2,2,175,0,0,0,1,0,11.5018527209759,0,0,2020-02-15 17:36:57
"369",369,63,37,30,92054,2,1,3,159,0,0,0,1,0,1383.46061883494,5,0.441176470588235,2020-02-15 17:39:50
"370",370,31,6,58,95051,2,2.5,1,0,0,0,0,0,1,24.2351689189672,0,0,2020-02-15 17:42:43
"371",371,36,12,25,92101,4,1,1,147,0,0,0,0,0,16.4540940755978,0,0,2020-02-15 17:45:36
"372",372,58,34,19,92029,4,0.7,1,0,0,0,0,0,0,18.3795033302158,0,0,2020-02-15 17:48:28
"373",373,56,30,44,93105,4,0.7,2,174,0,0,0,1,0,1439.1233775299,5,0.441176470588235,2020-02-15 17:51:21
"374",374,49,25,20,90291,4,1,1,111,0,0,0,1,1,24.3323256494477,0,0,2020-02-15 17:54:14
"375",375,30,5,98,91941,2,3.1,1,220,0,0,0,1,0,20.549005032517,0,0,2020-02-15 17:57:07
"376",376,33,7,90,92346,3,1.6,1,0,0,0,0,1,0,27.8248294955119,0,0,2020-02-15 18:00:00
"377",377,45,21,61,94304,3,0.7,1,0,0,0,0,0,0,29.1623409092426,0,0,2020-02-15 18:02:52
"378",378,30,5,40,94402,4,2,2,0,0,0,0,1,0,19.6780548896641,0,0,2020-02-15 18:05:45
"379",379,47,23,38,94618,2,2.1,3,0,0,0,0,0,0,25.4488086421043,0,0,2020-02-15 18:08:38
"380",380,25,0,28,92093,2,1.7,2,0,0,0,0,0,0,26.3969458220527,0,0,2020-02-15 18:11:31
"381",381,63,33,34,94305,1,1.5,3,0,0,0,0,1,1,22.0796842919663,0,0,2020-02-15 18:14:24
"382",382,55,29,73,95616,2,2.3,3,0,0,0,0,1,1,11.7392853694037,0,0,2020-02-15 18:17:16
"383",383,65,41,133,94904,4,2,1,0,1,0,0,0,1,10.9495447715744,0,0,2020-02-15 18:20:09
"384",384,44,18,53,94608,1,0.2,1,0,0,0,0,1,0,27.8098341170698,0,0,2020-02-15 18:23:02
"385",385,51,25,21,9307,4,0.6,3,0,0,0,0,1,1,12.708081533201,0,0,2020-02-15 18:25:55
"386",386,35,9,40,93943,3,0.9,1,0,0,0,0,1,0,15.3482566820458,0,0,2020-02-15 18:28:48
"387",387,30,5,41,95051,4,1.7,2,0,0,0,0,1,0,29.7131900023669,0,0,2020-02-15 18:31:40
"388",388,31,5,82,95482,4,1.8,2,0,0,0,0,1,0,24.4865792244673,0,0,2020-02-15 18:34:33
"389",389,54,30,100,95814,4,3.4,3,0,1,0,0,0,0,26.0282926354557,0,0,2020-02-15 18:37:26
"390",390,45,20,155,90024,1,7,1,0,0,0,0,1,1,26.9544413732365,0,0,2020-02-15 18:40:19
"391",391,45,19,45,92521,1,0.2,1,0,0,0,0,1,0,23.5663507413119,0,0,2020-02-15 18:43:12
"392",392,58,32,9,94080,3,0.3,3,0,0,0,0,0,1,22.8923894744366,0,0,2020-02-15 18:46:04
"393",393,54,29,48,91709,4,1.8,3,0,0,0,0,1,0,17.7705291192979,0,0,2020-02-15 18:48:57
"394",394,53,28,18,90095,4,0.1,3,109,0,1,1,1,1,21.5452021081001,0,0,2020-02-15 18:51:50
"395",395,33,9,80,91311,4,3.4,1,0,0,0,0,1,1,28.5510642081499,0,0,2020-02-15 18:54:43
"396",396,60,35,64,94509,2,2.8,1,0,0,0,0,0,0,21.6037411335856,0,0,2020-02-15 18:57:36
"397",397,50,24,29,93023,4,0.1,1,0,0,0,0,0,0,17.4594407854602,0,0,2020-02-15 19:00:28
"398",398,26,2,48,90503,3,0.7,2,0,0,0,0,1,0,23.8803167827427,0,0,2020-02-15 19:03:21
"399",399,54,30,23,94608,2,0.4,1,0,0,0,0,0,0,19.8425098741427,0,0,2020-02-15 19:06:14
"400",400,28,3,84,90024,4,0.2,1,0,0,0,0,1,1,22.3741971701384,0,0,2020-02-15 19:09:07
"401",401,36,10,179,94542,3,6.6,1,0,1,0,0,1,0,27.3256905283779,0,0,2020-02-15 19:12:00
"402",402,29,2,30,95747,4,1.5,2,112,0,0,0,0,1,24.4973452622071,0,0,2020-02-15 19:14:52
"403",403,54,28,93,91604,1,4.9,1,133,0,0,1,1,1,18.775528552942,0,0,2020-02-15 19:17:45
"404",404,55,30,39,92647,2,1.9,2,0,0,0,0,0,0,25.572694838047,0,0,2020-02-15 19:20:38
"405",405,61,36,60,92866,3,0.5,2,182,0,0,0,0,0,20.3709338838235,0,0,2020-02-15 19:23:31
"406",406,36,11,133,90245,1,3.8,1,290,0,1,1,1,1,11.8208819674328,0,0,2020-02-15 19:26:24
"407",407,45,19,125,92354,1,2.4,1,0,0,0,0,0,0,25.1453519798815,0,0,2020-02-15 19:29:16
"408",408,64,40,58,93437,1,1.8,3,0,0,0,0,1,0,21.6722975531593,0,0,2020-02-15 19:32:09
"409",409,60,36,89,91745,2,2.8,1,0,0,0,0,1,0,27.6322927651927,0,0,2020-02-15 19:35:02
"410",410,49,22,82,90019,1,2.67,2,125,0,0,0,1,0,25.5870857648551,0,0,2020-02-15 19:37:55
"411",411,47,23,110,94111,2,3.3,1,0,0,0,0,1,1,15.4634633054957,0,0,2020-02-15 19:40:48
"412",412,60,36,54,92182,4,2.3,3,0,0,1,0,0,0,10.9922159230337,0,0,2020-02-15 19:43:40
"413",413,45,20,89,93311,4,1.9,3,0,0,0,0,1,0,14.3209855444729,0,0,2020-02-15 19:46:33
"414",414,32,7,42,92407,3,2.3,1,0,0,0,0,1,0,26.2424988718703,0,0,2020-02-15 19:49:26
"415",415,52,28,41,94309,3,1.9,2,0,0,0,0,0,1,16.9256281340495,0,0,2020-02-15 19:52:19
"416",416,35,8,38,93106,4,1,2,124,0,0,0,1,0,27.7256786311045,0,0,2020-02-15 19:55:12
"417",417,40,15,85,94304,2,0.4,1,0,0,0,0,1,0,22.0791843766347,0,0,2020-02-15 19:58:04
"418",418,53,29,83,90073,4,1,2,0,0,0,0,1,0,21.7087985156104,0,0,2020-02-15 20:00:57
"419",419,27,0,33,90089,4,1,3,0,0,0,0,0,0,23.172121476382,0,0,2020-02-15 20:03:50
"420",420,58,33,50,94501,4,2.1,1,0,0,0,0,0,1,19.1647644294426,0,0,2020-02-15 20:06:43
"421",421,47,22,58,93105,4,3.6,3,0,0,0,0,1,1,11.4732086379081,0,0,2020-02-15 20:09:36
"422",422,28,3,115,92333,4,3.1,2,0,1,0,0,0,0,15.953447050415,0,0,2020-02-15 20:12:28
"423",423,46,20,145,91380,2,6.3,1,0,0,1,1,1,0,10.0783909671009,0,0,2020-02-15 20:15:21
"424",424,43,19,161,95616,2,7.5,1,0,0,0,0,0,0,22.3933586385101,0,0,2020-02-15 20:18:14
"425",425,56,30,38,92029,1,0.2,1,0,0,0,0,0,0,19.6870214445516,0,0,2020-02-15 20:21:07
"426",426,28,3,28,90505,4,0.8,1,0,0,0,0,1,0,20.5768289556727,0,0,2020-02-15 20:24:00
"427",427,42,18,75,92182,3,2.33,1,0,0,0,0,0,1,13.1673335283995,0,0,2020-02-15 20:26:52
"428",428,32,7,35,92521,3,1.3,1,116,0,0,0,0,1,27.756865224801,0,0,2020-02-15 20:29:45
"429",429,62,38,24,94720,2,1,1,116,0,0,0,0,1,2279.50678761117,4,0.279411764705882,2020-02-15 20:32:38
"430",430,37,13,78,94998,4,0.1,2,0,0,0,0,1,0,28.1435521040112,0,0,2020-02-15 20:35:31
"431",431,51,26,113,94086,1,1.3,3,161,0,0,0,1,0,15.6512304162607,0,0,2020-02-15 20:38:24
"432",432,39,13,75,94305,3,2.1,1,224,0,0,0,1,0,26.9393905811012,0,0,2020-02-15 20:41:16
"433",433,43,17,91,91311,1,5.7,1,0,0,0,0,1,0,18.1492244033143,0,0,2020-02-15 20:44:09
"434",434,52,28,31,91330,4,0.2,1,141,0,0,0,1,1,17.8464370686561,0,0,2020-02-15 20:47:02
"435",435,30,6,45,95819,1,1.8,2,0,0,0,0,1,0,23.4634034335613,0,0,2020-02-15 20:49:55
"436",436,52,26,80,94709,3,0.8,1,0,0,0,0,0,0,15.6741982325912,0,0,2020-02-15 20:52:48
"437",437,61,35,50,92122,3,1.4,3,112,0,0,0,1,0,20.2100942982361,0,0,2020-02-15 20:55:40
"438",438,36,9,31,95825,4,1,2,0,0,1,0,1,0,23.30205115024,0,0,2020-02-15 20:58:33
"439",439,58,32,113,93943,2,3.8,2,119,1,0,1,1,1,26.2461604224518,0,0,2020-02-15 21:01:26
"440",440,47,23,29,94304,4,0.6,1,0,0,0,0,1,0,17.5238594599068,0,0,2020-02-15 21:04:19
"441",441,64,39,59,92626,2,1.5,1,139,0,0,0,1,0,16.5203749248758,0,0,2020-02-15 21:07:12
"442",442,52,27,43,93555,1,1.3,2,0,0,1,0,1,0,17.4508171342313,0,0,2020-02-15 21:10:04
"443",443,58,28,122,95136,1,3,3,115,1,0,0,1,0,11.5035399934277,0,0,2020-02-15 21:12:57
"444",444,48,24,29,90509,1,1,1,0,0,0,0,0,0,18.9513502363116,0,0,2020-02-15 21:15:50
"445",445,64,40,91,93106,2,0,3,0,0,0,0,1,1,13.0232180980965,0,0,2020-02-15 21:18:43
"446",446,58,32,65,94590,3,2.2,3,0,0,0,0,1,0,13.121478469111,0,0,2020-02-15 21:21:36
"447",447,47,23,22,93108,1,1,1,0,0,0,0,0,1,10.1736699044704,0,0,2020-02-15 21:24:28
"448",448,49,23,71,95134,1,1.4,3,0,0,0,0,0,0,26.8921100255102,0,0,2020-02-15 21:27:21
"449",449,31,4,60,94588,4,2,2,0,0,0,0,1,1,14.3871408933774,0,0,2020-02-15 21:30:14
"450",450,61,37,60,91706,3,2,3,0,0,0,0,1,0,16.1178191099316,0,0,2020-02-15 21:33:07
"451",451,51,25,69,95747,1,0.3,1,0,0,0,0,1,1,26.7539832089096,0,0,2020-02-15 21:36:00
"452",452,28,-2,48,94132,2,1.75,3,89,0,0,0,1,0,19.9471162445843,0,0,2020-02-15 21:38:52
"453",453,39,13,21,94022,3,0.2,2,0,0,0,0,0,0,25.0248479936272,0,0,2020-02-15 21:41:45
"454",454,54,28,53,92109,4,2.8,2,0,0,1,0,0,0,28.8932055886835,0,0,2020-02-15 21:44:38
"455",455,50,24,29,94110,3,0.9,3,0,0,0,0,0,0,13.7723718117923,0,0,2020-02-15 21:47:31
"456",456,30,4,60,91107,4,2.2,2,0,0,0,0,1,0,2002.01749159954,1,0.0735294117647059,2020-02-15 21:50:24
"457",457,64,39,42,92068,3,0.5,2,116,0,0,0,1,0,21.1822926113382,0,0,2020-02-15 21:53:16
"458",458,29,3,69,94303,3,0.3,3,0,0,0,0,0,0,27.2262127930298,0,0,2020-02-15 21:56:09
"459",459,48,24,20,95841,1,1,1,0,0,0,0,1,1,29.6478596609086,0,0,2020-02-15 21:59:02
"460",460,35,10,200,91107,2,3,1,458,0,0,0,0,0,2014.27106110379,1,0.0735294117647059,2020-02-15 22:01:55
"461",461,60,36,141,90277,2,2.1,1,0,0,0,0,1,1,24.410708588548,0,0,2020-02-15 22:04:48
"462",462,55,30,81,92123,2,3.7,1,0,0,1,0,0,0,24.7135632066056,0,0,2020-02-15 22:07:40
"463",463,29,4,183,91423,3,8.3,3,0,1,0,0,1,0,21.1343852151185,0,0,2020-02-15 22:10:33
"464",464,48,22,149,94928,2,5.5,2,0,1,1,1,1,0,23.0607560928911,0,0,2020-02-15 22:13:26
"465",465,43,19,83,94305,4,3.6,3,0,1,0,0,0,1,18.2592468056828,0,0,2020-02-15 22:16:19
"466",466,66,42,35,94305,1,1.9,2,172,0,0,0,1,0,1396.43256398849,5,0.441176470588235,2020-02-15 22:19:12
"467",467,25,0,13,91342,2,0.9,3,0,0,0,0,1,0,15.4231218574569,0,0,2020-02-15 22:22:04
"468",468,45,20,39,90232,1,2.4,1,0,0,0,0,0,1,28.5257625533268,0,0,2020-02-15 22:24:57
"469",469,34,10,21,92634,1,0.5,3,0,0,0,0,1,0,29.3421371327713,0,0,2020-02-15 22:27:50
